refno,type,text
vetalkatha_vetalkatha_L915,prose,अत एव सः आत्मानन्दस्य प्राप्तेः अनन्तरम् अन्यप्रयोजनानाम् प्राप्तौ अनिच्छाम् प्रकटितवान् यत् तत् सर्वथा उचितम् अस्ति।
vetalkatha_vetalkatha_L916,prose,"देवशर्मणः मानसिकदौर्बल्यम् इति चिन्तनम् तु अनुचितम् एव"" इति उक्तवान्।"
vetalkatha_vetalkatha_L917,prose,एवम् वदता त्रिविक्रमेण मौनभङ्गः कृतः आसीत्।
vetalkatha_vetalkatha_L918,prose,अतः शवान्तर्गतः वेतालः ततः अदृश्यः भूत्वा पुनः वृक्षस्य शाखाम् अवलम्बितवान्।
vetalkatha_vetalkatha_L919,title,7.वेणुगानम् (11/96)
vetalkatha_vetalkatha_L920,prose,अङ्गीकृतम् कार्यम् समापनीयम् एव इति दृढसङ्कल्पम्  कृत्वा त्रिविक्रमः पुनरपि वृक्षस्य समीपम्  गत्वा वृक्षे स्थितम्  शवम् अवतार्य स्कन्धे आरोप्य मौनम्  श्मशानाभिमुखम्  प्रस्थितवान्।
vetalkatha_vetalkatha_L921,prose,"तदा शवान्तर्गतः वेतालः अवदत् - ""भोः राजन्! सुखमयम् अन्तःपुरवासम् परित्यज्य कष्टम् सहमानः भवान् श्मशानम् एव अपेक्षते।"
vetalkatha_vetalkatha_L922,prose,एतस्मात् अहम् भावयामि यत् भवतः विचित्रम् मनःसत्त्वम् अस्ति इति।
vetalkatha_vetalkatha_L923,prose,महाराजः 'चक्रवर्ती भवेयम्' इति अपेक्षाम्  करोति यत् निर्धनः कृषिकः भूस्वामी भवितुम्  परिश्रमम्  करोति।
vetalkatha_vetalkatha_L924,prose,यत् तत्र असहजम् किमपि न अस्ति।
vetalkatha_vetalkatha_L925,prose,"परन्तु केचन जनाः स्वबुद्धिमत्तया, देवकृपया वा अपेक्षायाः पूर्तिः यावत् भवति तावता एव ताः अपेक्षाः दूरीकुर्वन्ति।"
vetalkatha_vetalkatha_L926,prose,"एषः मनोभावः तेषाम् जडत्वम्, मनोवैकल्यम् च द्योतयति।"
vetalkatha_vetalkatha_L927,prose,एतस्य उदाहरणत्वेन मोहननामकस्य कथाम् विस्तरेण श्रावयामि।
vetalkatha_vetalkatha_L928,prose,"मार्गायासस्य परिहारार्थम् ताम् कथाम् श्रद्धया शृणोतु तावत्"" इति।"
vetalkatha_vetalkatha_L929,prose,अनन्तरम् वेतालेन कथा आरब्धा –
vetalkatha_vetalkatha_L930,prose,गोकुलपुरे मोहनः नाम कश्चित् युवकः आसीत्।
vetalkatha_vetalkatha_L931,prose,सः गुरुकुले विद्याभ्यासम् समाप्य गृहम् प्रति आगतवान्।
vetalkatha_vetalkatha_L932,prose,तस्य पितुः मोहनः एकः एव पुत्रः।
vetalkatha_vetalkatha_L933,prose,तस्य भूसम्पत्तिः अपि अधिका आसीत्।
